title,library,symbol,kind
black-ops-2,nsysnet.rpl,socket_lib_init,functions
black-ops-2,nsysnet.rpl,socketclose,functions
black-ops-2,nsysnet.rpl,socketlasterr,functions
black-ops-2,padscore,KPADDisableAimingMode,functions
black-ops-2,padscore,KPADDisableDPD,functions
black-ops-2,padscore,KPADEnableAimingMode,functions
black-ops-2,padscore,KPADEnableDPD,functions
black-ops-2,padscore,KPADGetUnifiedWpadStatus,functions
black-ops-2,padscore,KPADInit,functions
black-ops-2,padscore,KPADReadEx,functions
black-ops-2,padscore,KPADReset,functions
black-ops-2,padscore,KPADSetAccParam,functions
black-ops-2,padscore,KPADSetAccPlayMode,functions
black-ops-2,padscore,KPADSetDistParam,functions
black-ops-2,padscore,KPADSetDistPlayMode,functions
black-ops-2,padscore,KPADSetHoriParam,functions
black-ops-2,padscore,KPADSetHoriPlayMode,functions
black-ops-2,padscore,KPADSetPosParam,functions
black-ops-2,padscore,KPADSetPosPlayMode,functions
black-ops-2,padscore,WENCGetEncodeData,functions
black-ops-2,padscore,WPADControlMotor,functions
black-ops-2,padscore,WPADControlSpeaker,functions
black-ops-2,padscore,WPADDisconnect,functions
black-ops-2,padscore,WPADEnableURCC,functions
black-ops-2,padscore,WPADRegisterAllocator,functions
black-ops-2,padscore,WPADSendStreamData,functions
black-ops-2,padscore,WPADSetAutoSleepTime,functions
black-ops-2,padscore,WPADSetSensorBar,functions
black-ops-2,snd_core.rpl,AXAcquireVoice,functions
black-ops-2,snd_core.rpl,AXCheckVoiceOffsets,functions
black-ops-2,snd_core.rpl,AXFreeVoice,functions
black-ops-2,snd_core.rpl,AXGetDeviceMode,functions
black-ops-2,snd_core.rpl,AXGetSwapProfile,functions
black-ops-2,snd_core.rpl,AXGetVoiceLoopCount,functions
black-ops-2,snd_core.rpl,AXGetVoiceOffsets,functions
black-ops-2,snd_core.rpl,AXInit,functions
black-ops-2,snd_core.rpl,AXInitProfile,functions
black-ops-2,snd_core.rpl,AXIsInit,functions
black-ops-2,snd_core.rpl,AXIsVoiceRunning,functions
black-ops-2,snd_core.rpl,AXQuit,functions
black-ops-2,snd_core.rpl,AXRegisterAuxCallback,functions
black-ops-2,snd_core.rpl,AXRegisterDeviceFinalMixCallback,functions
black-ops-2,snd_core.rpl,AXRegisterFrameCallback,functions
black-ops-2,snd_core.rpl,AXRmtAdvancePtr,functions
black-ops-2,snd_core.rpl,AXRmtGetSamples,functions
black-ops-2,snd_core.rpl,AXRmtGetSamplesLeft,functions
black-ops-2,snd_core.rpl,AXSetAuxReturnVolume,functions
black-ops-2,snd_core.rpl,AXSetDRCVSMode,functions
black-ops-2,snd_core.rpl,AXSetDeviceUpsampleStage,functions
black-ops-2,snd_core.rpl,AXSetDeviceVolume,functions
black-ops-2,snd_core.rpl,AXSetDspLoadLimit,functions
black-ops-2,snd_core.rpl,AXSetPpcLoadLimit,functions
black-ops-2,snd_core.rpl,AXSetVoiceAdpcm,functions
black-ops-2,snd_core.rpl,AXSetVoiceAdpcmLoop,functions
black-ops-2,snd_core.rpl,AXSetVoiceCurrentOffset,functions
black-ops-2,snd_core.rpl,AXSetVoiceDeviceMix,functions
black-ops-2,snd_core.rpl,AXSetVoiceEndOffset,functions
black-ops-2,snd_core.rpl,AXSetVoiceLoop,functions
black-ops-2,snd_core.rpl,AXSetVoiceLoopOffset,functions
black-ops-2,snd_core.rpl,AXSetVoiceLpf,functions
black-ops-2,snd_core.rpl,AXSetVoiceLpfCoefs,functions
black-ops-2,snd_core.rpl,AXSetVoiceOffsets,functions
black-ops-2,snd_core.rpl,AXSetVoicePriority,functions
black-ops-2,snd_core.rpl,AXSetVoiceRmtOn,functions
black-ops-2,snd_core.rpl,AXSetVoiceSrc,functions
black-ops-2,snd_core.rpl,AXSetVoiceSrcRatio,functions
black-ops-2,snd_core.rpl,AXSetVoiceSrcType,functions
black-ops-2,snd_core.rpl,AXSetVoiceState,functions
black-ops-2,snd_core.rpl,AXSetVoiceType,functions
black-ops-2,snd_core.rpl,AXSetVoiceVe,functions
black-ops-2,sysapp,SYSRelaunchTitle,functions
black-ops-2,t6_cafef_launcher.rpx,gGameMain,data
black-ops-2,vpad.rpl,VPADControlMotor,functions
black-ops-2,vpad.rpl,VPADGetTPCalibratedPoint,functions
black-ops-2,vpad.rpl,VPADInit,functions
black-ops-2,vpad.rpl,VPADRead,functions
black-ops-2,vpad.rpl,VPADSetSensorBar,functions
black-ops-2,vpad.rpl,VPADStopMotor,functions
