library,symbol,kind,titles,pct_of_corpus,implemented
gx2,GX2InitAlphaTestReg,functions,1,25.0,no
gx2,GX2InitAlphaToMaskReg,functions,1,25.0,no
gx2,GX2InitBlendConstantColorReg,functions,1,25.0,no
gx2,GX2InitBlendControlReg,functions,1,25.0,no
gx2,GX2InitColorControlReg,functions,1,25.0,no
gx2,GX2InitDepthBufferHiZEnable,functions,1,25.0,no
gx2,GX2InitDepthStencilControlReg,functions,1,25.0,no
gx2,GX2InitLineWidthReg,functions,1,25.0,no
gx2,GX2InitPointLimitsReg,functions,1,25.0,no
gx2,GX2InitPointSizeReg,functions,1,25.0,no
gx2,GX2InitPolygonControlReg,functions,1,25.0,no
gx2,GX2InitPolygonOffsetReg,functions,1,25.0,no
gx2,GX2InitSamplerBorderType,functions,1,25.0,no
gx2,GX2InitSamplerClamping,functions,1,25.0,no
gx2,GX2InitSamplerDepthCompare,functions,1,25.0,no
gx2,GX2InitSamplerFilterAdjust,functions,1,25.0,no
gx2,GX2InitSamplerLOD,functions,1,25.0,no
gx2,GX2InitSamplerLODAdjust,functions,1,25.0,no
gx2,GX2InitSamplerRoundingMode,functions,1,25.0,no
gx2,GX2InitSamplerXYFilter,functions,1,25.0,no
gx2,GX2InitSamplerZMFilter,functions,1,25.0,no
gx2,GX2InitScissorReg,functions,1,25.0,no
gx2,GX2InitStencilMaskReg,functions,1,25.0,no
gx2,GX2InitTargetChannelMasksReg,functions,1,25.0,no
gx2,GX2InitViewportReg,functions,1,25.0,no
gx2,GX2RBeginDisplayListEx,functions,1,25.0,no
gx2,GX2RBufferExists,functions,1,25.0,no
gx2,GX2RCallDisplayList,functions,1,25.0,no
gx2,GX2RCreateBufferUserMemory,functions,1,25.0,no
gx2,GX2RDirectCallDisplayList,functions,1,25.0,no
gx2,GX2RDrawIndexed,functions,1,25.0,no
gx2,GX2REndDisplayList,functions,1,25.0,no
gx2,GX2RGetBufferAlignment,functions,1,25.0,no
gx2,GX2RGetBufferAllocationSize,functions,1,25.0,no
gx2,GX2RInvalidateBuffer,functions,1,25.0,no
gx2,GX2RInvalidateMemory,functions,1,25.0,no
gx2,GX2RIsUserMemory,functions,1,25.0,no
gx2,GX2RSetGeometryUniformBlock,functions,1,25.0,no
gx2,GX2RSetPixelUniformBlock,functions,1,25.0,no
gx2,GX2RSetVertexUniformBlock,functions,1,25.0,no
gx2,GX2ResetGPU,functions,1,25.0,no
gx2,GX2SetAAMask,functions,1,25.0,no
gx2,GX2SetAAMaskReg,functions,1,25.0,no
gx2,GX2SetAlphaTestReg,functions,1,25.0,no
gx2,GX2SetAlphaToMask,functions,1,25.0,no
gx2,GX2SetAlphaToMaskReg,functions,1,25.0,no
gx2,GX2SetAttribBuffer,functions,1,25.0,no
gx2,GX2SetBlendConstantColor,functions,1,25.0,no
gx2,GX2SetBlendConstantColorReg,functions,1,25.0,no
gx2,GX2SetBlendControlReg,functions,1,25.0,no
gx2,GX2SetClearDepth,functions,1,25.0,no
gx2,GX2SetClearDepthStencil,functions,1,25.0,no
gx2,GX2SetClearStencil,functions,1,25.0,no
gx2,GX2SetColorControlReg,functions,1,25.0,no
gx2,GX2SetDefaultState,functions,1,25.0,no
gx2,GX2SetDepthStencilControl,functions,1,25.0,no
gx2,GX2SetDepthStencilControlReg,functions,1,25.0,no
gx2,GX2SetEventCallback,functions,1,25.0,no
gx2,GX2SetGeometrySampler,functions,1,25.0,no
gx2,GX2SetGeometryShader,functions,1,25.0,no
gx2,GX2SetGeometryShaderInputRingBuffer,functions,1,25.0,no
gx2,GX2SetGeometryShaderOutputRingBuffer,functions,1,25.0,no
gx2,GX2SetGeometryTexture,functions,1,25.0,no
gx2,GX2SetGeometryUniformBlock,functions,1,25.0,no
gx2,GX2SetLineWidthReg,functions,1,25.0,no
gx2,GX2SetMaxTessellationLevel,functions,1,25.0,no
gx2,GX2SetMinTessellationLevel,functions,1,25.0,no
gx2,GX2SetPixelUniformBlock,functions,1,25.0,no
gx2,GX2SetPointLimits,functions,1,25.0,no
gx2,GX2SetPointLimitsReg,functions,1,25.0,no
gx2,GX2SetPointSizeReg,functions,1,25.0,no
gx2,GX2SetPolygonControl,functions,1,25.0,no
gx2,GX2SetPolygonControlReg,functions,1,25.0,no
gx2,GX2SetPolygonOffset,functions,1,25.0,no
gx2,GX2SetPolygonOffsetReg,functions,1,25.0,no
gx2,GX2SetPrimitiveRestartIndex,functions,1,25.0,no
gx2,GX2SetScissorReg,functions,1,25.0,no
gx2,GX2SetShaderModeEx,functions,1,25.0,no
gx2,GX2SetStencilMask,functions,1,25.0,no
gx2,GX2SetStencilMaskReg,functions,1,25.0,no
gx2,GX2SetStreamOutEnable,functions,1,25.0,no
gx2,GX2SetSurfaceSwizzle,functions,1,25.0,no
gx2,GX2SetTargetChannelMasks,functions,1,25.0,no
gx2,GX2SetTargetChannelMasksReg,functions,1,25.0,no
gx2,GX2SetTessellation,functions,1,25.0,no
gx2,GX2SetVertexSampler,functions,1,25.0,no
gx2,GX2SetVertexTexture,functions,1,25.0,no
gx2,GX2SetVertexUniformBlock,functions,1,25.0,no
gx2,GX2SetViewportReg,functions,1,25.0,no
gx2,GX2WaitForFlip,functions,1,25.0,no
nsysnet,accept,functions,1,25.0,no
nsysnet,bind,functions,1,25.0,no
nsysnet,connect,functions,1,25.0,no
nsysnet,freeaddrinfo,functions,1,25.0,no
nsysnet,gai_strerror,functions,1,25.0,no
nsysnet,get_h_errno,functions,1,25.0,no
nsysnet,getaddrinfo,functions,1,25.0,no
nsysnet,getaddrinfo_rs,functions,1,25.0,no
nsysnet,gethostbyaddr,functions,1,25.0,no
nsysnet,gethostbyname,functions,1,25.0,no
nsysnet,getnameinfo,functions,1,25.0,no
nsysnet,getpeername,functions,1,25.0,no
nsysnet,getsocklibopt,functions,1,25.0,no
nsysnet,getsockname,functions,1,25.0,no
nsysnet,getsockopt,functions,1,25.0,no
nsysnet,htonl,functions,1,25.0,no
nsysnet,htons,functions,1,25.0,no
nsysnet,inet_aton,functions,1,25.0,no
nsysnet,inet_ntoa,functions,1,25.0,no
nsysnet,inet_ntoa_r,functions,1,25.0,no
nsysnet,inet_ntop,functions,1,25.0,no
nsysnet,inet_pton,functions,1,25.0,no
nsysnet,listen,functions,1,25.0,no
nsysnet,ntohl,functions,1,25.0,no
nsysnet,ntohs,functions,1,25.0,no
nsysnet,recv,functions,1,25.0,no
nsysnet,recvfrom,functions,1,25.0,no
nsysnet,recvfrom_ex,functions,1,25.0,no
nsysnet,recvfrom_multi,functions,1,25.0,no
nsysnet,select,functions,1,25.0,no
nsysnet,send,functions,1,25.0,no
nsysnet,sendto,functions,1,25.0,no
nsysnet,sendto_multi,functions,1,25.0,no
nsysnet,sendto_multi_ex,functions,1,25.0,no
nsysnet,setsocklibopt,functions,1,25.0,no
nsysnet,setsockopt,functions,1,25.0,no
nsysnet,shutdown,functions,1,25.0,no
nsysnet,socket,functions,1,25.0,no
nsysnet,socket_lib_init,functions,1,25.0,no
nsysnet,socketclose,functions,1,25.0,no
padscore,KPADShutdown,functions,1,25.0,no
padscore,WPADEnableWiiRemote,functions,1,25.0,no
proc_ui,ProcUICalcMemorySize,functions,1,25.0,no
proc_ui,ProcUIClearCallbacks,functions,1,25.0,no
proc_ui,ProcUIInForeground,functions,1,25.0,no
proc_ui,ProcUIInit,functions,1,25.0,no
proc_ui,ProcUISetSaveCallback,functions,1,25.0,no
sndcore2,AXAcquireVoiceEx,functions,1,25.0,no
sndcore2,AXCheckVoiceOffsets,functions,1,25.0,no
sndcore2,AXDeregisterAppFrameCallback,functions,1,25.0,no
sndcore2,AXGetAuxCallback,functions,1,25.0,no
sndcore2,AXGetDRCVSMode,functions,1,25.0,no
sndcore2,AXGetDeviceFinalMixCallback,functions,1,25.0,no
sndcore2,AXGetDeviceMode,functions,1,25.0,no
sndcore2,AXGetMaxVoices,functions,1,25.0,no
sndcore2,AXGetSwapProfile,functions,1,25.0,no
sndcore2,AXGetVoiceCurrentOffsetEx,functions,1,25.0,no
sndcore2,AXInitProfile,functions,1,25.0,no
sndcore2,AXIsVoiceRunning,functions,1,25.0,no
sndcore2,AXRegisterAuxCallback,functions,1,25.0,no
sndcore2,AXRegisterDeviceFinalMixCallback,functions,1,25.0,no
sndcore2,AXSetDRCVSDownmixBalance,functions,1,25.0,no
sndcore2,AXSetDRCVSLC,functions,1,25.0,no
sndcore2,AXSetDRCVSLimiter,functions,1,25.0,no
sndcore2,AXSetDRCVSLimiterThreshold,functions,1,25.0,no
sndcore2,AXSetDRCVSMode,functions,1,25.0,no
sndcore2,AXSetDRCVSOutputGain,functions,1,25.0,no
sndcore2,AXSetDRCVSSpeakerPosition,functions,1,25.0,no
sndcore2,AXSetDRCVSSurroundDepth,functions,1,25.0,no
sndcore2,AXSetDRCVSSurroundLevelGain,functions,1,25.0,no
sndcore2,AXSetDefaultMixerSelect,functions,1,25.0,no
sndcore2,AXSetDeviceCompressor,functions,1,25.0,no
sndcore2,AXSetDeviceLinearUpsampler,functions,1,25.0,no
sndcore2,AXSetDeviceUpsampleStage,functions,1,25.0,no
sndcore2,AXSetDeviceVolume,functions,1,25.0,no
sndcore2,AXSetVoiceAdpcm,functions,1,25.0,no
sndcore2,AXSetVoiceAdpcmLoop,functions,1,25.0,no
sndcore2,AXSetVoiceCurrentOffset,functions,1,25.0,no
sndcore2,AXSetVoiceEndOffsetEx,functions,1,25.0,no
sndcore2,AXSetVoiceInitialTimeDelay,functions,1,25.0,no
sndcore2,AXSetVoiceLoop,functions,1,25.0,no
sndcore2,AXSetVoiceLoopOffsetEx,functions,1,25.0,no
sndcore2,AXSetVoicePriority,functions,1,25.0,no
sndcore2,AXSetVoiceRmtIIRCoefs,functions,1,25.0,no
sndcore2,AXSetVoiceSrc,functions,1,25.0,no
sndcore2,AXSetVoiceVeDelta,functions,1,25.0,no
sysapp,SYSLaunchMenu,functions,1,25.0,no
vpad,VPADEnableGyroAccRevise,functions,1,25.0,no
vpad,VPADShutdown,functions,1,25.0,no
