library,symbol,kind,titles,pct_of_corpus,implemented
nsysnet.rpl,socket,functions,1,100.0,no
nsysnet.rpl,socket_lib_finish,functions,1,100.0,no
nsysnet.rpl,socket_lib_init,functions,1,100.0,no
nsysnet.rpl,socketclose,functions,1,100.0,no
nsysnet.rpl,socketlasterr,functions,1,100.0,no
padscore,KPADDisableAimingMode,functions,1,100.0,no
padscore,KPADDisableDPD,functions,1,100.0,no
padscore,KPADEnableAimingMode,functions,1,100.0,no
padscore,KPADEnableDPD,functions,1,100.0,no
padscore,KPADGetUnifiedWpadStatus,functions,1,100.0,no
padscore,KPADInit,functions,1,100.0,no
padscore,KPADReadEx,functions,1,100.0,no
padscore,KPADReset,functions,1,100.0,no
padscore,KPADSetAccParam,functions,1,100.0,no
padscore,KPADSetAccPlayMode,functions,1,100.0,no
padscore,KPADSetDistParam,functions,1,100.0,no
padscore,KPADSetDistPlayMode,functions,1,100.0,no
padscore,KPADSetHoriParam,functions,1,100.0,no
padscore,KPADSetHoriPlayMode,functions,1,100.0,no
padscore,KPADSetPosParam,functions,1,100.0,no
padscore,KPADSetPosPlayMode,functions,1,100.0,no
padscore,WENCGetEncodeData,functions,1,100.0,no
padscore,WPADControlMotor,functions,1,100.0,no
padscore,WPADControlSpeaker,functions,1,100.0,no
padscore,WPADDisconnect,functions,1,100.0,no
padscore,WPADEnableURCC,functions,1,100.0,no
padscore,WPADRegisterAllocator,functions,1,100.0,no
padscore,WPADSendStreamData,functions,1,100.0,no
padscore,WPADSetAutoSleepTime,functions,1,100.0,no
padscore,WPADSetSensorBar,functions,1,100.0,no
snd_core.rpl,AXAcquireVoice,functions,1,100.0,no
snd_core.rpl,AXCheckVoiceOffsets,functions,1,100.0,no
snd_core.rpl,AXFreeVoice,functions,1,100.0,no
snd_core.rpl,AXGetDeviceMode,functions,1,100.0,no
snd_core.rpl,AXGetSwapProfile,functions,1,100.0,no
snd_core.rpl,AXGetVoiceLoopCount,functions,1,100.0,no
snd_core.rpl,AXGetVoiceOffsets,functions,1,100.0,no
snd_core.rpl,AXInit,functions,1,100.0,no
snd_core.rpl,AXInitProfile,functions,1,100.0,no
snd_core.rpl,AXIsInit,functions,1,100.0,no
snd_core.rpl,AXIsVoiceRunning,functions,1,100.0,no
snd_core.rpl,AXQuit,functions,1,100.0,no
snd_core.rpl,AXRegisterAuxCallback,functions,1,100.0,no
snd_core.rpl,AXRegisterDeviceFinalMixCallback,functions,1,100.0,no
snd_core.rpl,AXRegisterFrameCallback,functions,1,100.0,no
snd_core.rpl,AXRmtAdvancePtr,functions,1,100.0,no
snd_core.rpl,AXRmtGetSamples,functions,1,100.0,no
snd_core.rpl,AXRmtGetSamplesLeft,functions,1,100.0,no
snd_core.rpl,AXSetAuxReturnVolume,functions,1,100.0,no
snd_core.rpl,AXSetDRCVSMode,functions,1,100.0,no
snd_core.rpl,AXSetDeviceUpsampleStage,functions,1,100.0,no
snd_core.rpl,AXSetDeviceVolume,functions,1,100.0,no
snd_core.rpl,AXSetDspLoadLimit,functions,1,100.0,no
snd_core.rpl,AXSetPpcLoadLimit,functions,1,100.0,no
snd_core.rpl,AXSetVoiceAdpcm,functions,1,100.0,no
snd_core.rpl,AXSetVoiceAdpcmLoop,functions,1,100.0,no
snd_core.rpl,AXSetVoiceCurrentOffset,functions,1,100.0,no
snd_core.rpl,AXSetVoiceDeviceMix,functions,1,100.0,no
snd_core.rpl,AXSetVoiceEndOffset,functions,1,100.0,no
